,rest_name,rest_category,rest_number,rest_address,rest_location,rest_rating,rest_density,recommend
2748,탐스런,기타,02  34115909,서울특별시 강남구 수서동 724번지 ,"[37.4872829, 127.1031088]",87.83,77.27,80.43799999999999
2749,한와담 블랙 청담점,한식,02 5427905,서울특별시 강남구 청담동 124-15번지 ,"[37.5252656, 127.0505076]",53.92,24.47,33.30499999999999
2750,수라,기타,02 5835240,서울특별시 강남구 역삼동 673-33번지 ,"[37.5038302, 127.0400911]",68.31,24.27,37.482
2751,카페아레테(Cafe Arete),기타,02 5002323,서울특별시 강남구 삼성동 158번지 ,"[37.5088863, 127.0575853]",99.4,39.78,57.666
2752,라곱창,일식,02  514 9695,서울특별시 강남구 신사동 615-1번지 ,"[37.5280662, 127.0309955]",98.22,88.37,91.325
2753,청국장과 보리밥,한식,02  34143313,서울특별시 강남구 수서동 450-4번지 ,"[37.4860918, 127.0993283]",85.31,56.23,64.954
2754,전주비빔밥,한식,02 5482334,서울특별시 강남구 역삼동 835-68번지 ,"[37.4923761, 127.0356714]",63.33,60.41,61.28599999999999
2755,이모포차,한식,02 5495802,서울특별시 강남구 논현동 161-17번지 ,"[37.5088924, 127.0241617]",82.32,79.31,80.213
2756,벌툰 강남역점,기타,02 5694976,서울특별시 강남구 역삼동 817-35번지 ,"[37.5006999, 127.0279688]",52.89,94.67,82.136
2757,스시노 스시,일식,02  561 7898,서울특별시 강남구 대치동 907-8번지 ,"[37.5011643, 127.0521848]",95.67,68.19,76.434
2758,스시문,일식,02 5546662,서울특별시 강남구 역삼동 824-13번지 ,"[37.4975508, 127.0301719]",67.4,7.38,25.386000000000003
2759,돌리고 제주도야지,한식,02  445 1126,서울특별시 강남구 세곡동 587번지 ,"[37.46927120000001, 127.1073203]",90.79,86.3,87.64699999999999
2760,일이공이커피카운터,기타,02  517 1202,서울특별시 강남구 신사동 518-15번지 ,"[37.5192776, 127.0216271]",50.31,25.66,33.055
2761,티앙팡,외국음식전문점(인도태국등),7046964196,서울특별시 강남구 압구정동 426번지 ,"[37.52602540000001, 127.0246603]",88.39,83.15,84.722
2762,금수복국 압구정점,한식,02  542 5482,서울특별시 강남구 신사동 627-13번지 ,"[37.5234943, 127.0327527]",93.73,70.73,77.63
2763,킨조미야비,일식,02  548 0108,서울특별시 강남구 신사동 617-9번지 ,"[37.5283979, 127.0327686]",79.32,90.54,87.17399999999999
2764,마제스티,경양식,02 5105800,서울특별시 강남구 신사동 652-16번지 ,"[37.5230834, 127.0376045]",91.58,17.19,39.507
2765,쿠킹라이브러리,경양식,02 5417600,서울특별시 강남구 신사동 645-22번지 ,"[37.5256517, 127.0356618]",99.27,68.23,77.542
2766,수서역 구내식당,기타,02  22260957,서울특별시 강남구 수서동 719번지 ,"[37.4878398, 127.1038225]",69.03,25.79,38.762
2767,북창동순두부 서울논현점,한식,02  544 4350,서울특별시 강남구 논현동 106-18번지 ,"[37.5173201, 127.0361423]",52.42,72.04,66.154
2768,규반,한식,02  549 6268,서울특별시 강남구 신사동 647-24번지 ,"[37.5248032, 127.0367939]",78.19,15.23,34.117999999999995
2769,색동저고리 대치점,한식,02  557 2205,서울특별시 강남구 대치동 507번지 ,"[37.4933099, 127.0619031]",62.71,34.2,42.753
2770,블루밍마리바이스쿨푸드 압구정 현대점,한식,02 5159657,서울특별시 강남구 압구정동 429,"[37.5273268, 127.0274265]",87.63,75.87,79.398
2771,허가 참치,일식,02 5148588,서울특별시 강남구 논현동 276-1번지 ,"[37.5093526, 127.0388621]",83.91,16.43,36.674
2772,잼투고,기타,02 5589200,서울특별시 강남구 역삼동 831-19번지 ,"[37.4938604, 127.0301982]",71.73,99.34,91.057
2773,금수복국 대치점,한식,02  558 7172,서울특별시 강남구 대치동 891-44 노벨과개미,"[37.5049591, 127.0553408]",70.35,21.62,36.239
2774,와인주막차차역삼점,한식,02  554 0722,서울특별시 강남구 역삼동 670-17번지 ,"[37.5031773, 127.0380343]",82.27,55.48,63.516999999999996
2775,(주)뚝심 선릉역점,한식,02  69595780,서울특별시 강남구 대치동 889-13,"[37.504518, 127.0507161]",96.8,79.06,84.382
2776,고메인딜리버리,한식,02  597 3112,서울특별시 강남구 도곡동 452번지 ,"[37.4829722, 127.0448141]",97.34,62.18,72.728
2777,(주)감나무집,한식,02 5152249,서울특별시 강남구 논현동 202번지 ,"[37.5055671, 127.0264003]",53.36,25.78,34.054
2778,바다예찬,일식,02 5664655,서울특별시 강남구 대치동 316번지 ,"[37.4974576, 127.0653265]",79.57,10.42,31.165
2779,초밥처럼,한식,02  410 3653,서울특별시 강남구 역삼동 707-34번지 ,"[37.503206, 127.0465684]",87.51,78.14,80.951
2780,샐러팜,기타,02  575 3335,서울특별시 강남구 도곡동 945번지 ,"[37.4892794, 127.0332698]",77.13,45.89,55.262
2781,스시기요세,일식,02  511 2585,서울특별시 강남구 신사동 648-20번지 ,"[37.5239261, 127.03664]",61.87,32.54,41.339
2782,더케이엠씨에이 레스토랑,경양식,02  21380953,서울특별시 강남구 신사동 666-3번지 ,"[37.5242675, 127.0388405]",62.14,91.26,82.524
2783,맛드림돈까스,경양식,02  515 3358,서울특별시 강남구 청담동 134-20번지 ,"[37.5224076, 127.0576076]",64.31,99.2,88.733
2784,팬텀705,기타,02  568 3022,서울특별시 강남구 역삼동 705번지 ,"[37.5047409, 127.0469651]",54.25,8.63,22.316
2785,(주)카시나,기타,02  34446458,서울특별시 강남구 신사동 645-8번지 ,"[37.525489, 127.0344941]",91.06,43.36,57.67
2786,스시나야,일식,02 5651617,서울특별시 강남구 논현동 158-36번지 ,"[37.5090425, 127.0269512]",94.33,8.07,33.948
2787,쿠킹라이브러리,경양식,02  541 7600,서울특별시 강남구 신사동 645-22번지 ,"[37.5256517, 127.0356618]",53.72,88.12,77.8
2788,김대리서식지-카페로빈스,기타,02  556 6088,서울특별시 강남구 청담동 69-3번지 ,"[37.5223565, 127.0540289]",80.72,93.51,89.67299999999999
2789,뱅따,경양식,02 5654727,서울특별시 강남구 삼성동 114-32번지 ,"[37.5108876, 127.0483789]",73.13,54.53,60.11
2790,대독장 삼성역점,한식,02  558 2581,서울특별시 강남구 대치동 947번지 ,"[37.5070561, 127.062887]",99.3,50.6,65.21000000000001
2791,502 세컨즈카페,기타,02 5972222,서울특별시 강남구 논현동 134-10번지 ,"[37.5113663, 127.0279402]",52.9,46.4,48.349999999999994
2792,찰스숯불김밥,분식,02  69591696,서울특별시 강남구 역삼동 746-25번지 ,"[37.4963562, 127.0374579]",85.93,62.75,69.704
2793,덕분이네,한식,02  565 5669,서울특별시 강남구 대치동 511번지 ,"[37.4935161, 127.0673376]",75.61,8.92,28.927
2794,상록아트홀,뷔페식,02 5645757,서울특별시 강남구 역삼동 701번지 ,"[37.5038913, 127.0429552]",87.37,37.89,52.734
2795,생생돈까스 논현점,분식,02  514 5338,서울특별시 강남구 논현동 122-3번지 ,"[37.5111314, 127.0236009]",68.48,12.88,29.560000000000002
2796,쌀똑핫도그 논현점,한식,02 5126998,서울특별시 강남구 논현동 148-13번지 ,"[37.5109203, 127.0271791]",76.72,69.8,71.87599999999999
2797,평양만두,한식,02  544 0066,서울특별시 강남구 신사동 660-2,"[37.5283514, 127.0372234]",58.49,31.36,39.498999999999995
2798,수라선역삼점,한식,02  557 8833,서울특별시 강남구 역삼동 675-3번지 ,"[37.5046955, 127.0412371]",78.16,79.66,79.21
2799,(주)캘리스코 사보텐 강남구청점,경양식,02  69669485,서울특별시 강남구 논현동 242-32번지 ,"[37.5157265, 127.0415054]",56.36,70.47,66.237
2800,엉터리생고기신사역점,한식,02  544 9282,서울특별시 강남구 신사동 514-18번지 ,"[37.5171478, 127.021225]",72.52,44.37,52.815
2801,피앤투(PN2),기타,02 5491237,서울특별시 강남구 논현동 230번지 ,"[37.5097757, 127.0352745]",97.73,53.76,66.951
2802,스시소라,일식,02 5678200,서울특별시 강남구 대치동 894번지 ,"[37.5043669, 127.0546834]",88.05,82.48,84.151
2803,노란상 소갈비 강남구청점,한식,02  334 4570,서울특별시 강남구 논현동 112-7번지 ,"[37.5174781, 127.0391663]",71.36,42.08,50.86399999999999
2804,(주)감성타코 가로수길점,경양식,02 5168884,서울특별시 강남구 신사동 542-6번지 ,"[37.519591, 127.0232407]",94.58,65.94,74.532
2805,(주)감성아시아,외국음식전문점(인도태국등),02  543 8977,서울특별시 강남구 신사동 542-6번지 ,"[37.519591, 127.0232407]",60.35,87.98,79.691
2806,치킨의 민족 & 임정호 스시,분식,02 5650550,서울특별시 강남구 역삼동 706-20번지 ,"[37.5019467, 127.0442817]",88.4,50.02,61.534000000000006
2807,국수153,한식,02 5790153,서울특별시 강남구 개포동 1232-13번지 ,"[37.4778771, 127.0470859]",80.82,21.35,39.191
2808,퍼플피플라운지(Purple people lounge)(PPL),경양식,02  34563080,서울특별시 강남구 역삼동 748-30번지 ,"[37.4954417, 127.0366893]",70.61,1.83,22.464
2809,니드(Need),기타,02  563 8485,서울특별시 강남구 역삼동 751-16번지 ,"[37.4945684, 127.0346808]",99.33,68.94,78.05699999999999
2810,나폴리 회관,경양식,02  592 5067,서울특별시 강남구 역삼동 635-10번지 ,"[37.5001513, 127.0290763]",65.94,42.35,49.427
2811,겨울. 그리고 봄 2호점,한식,02 5141860,서울특별시 강남구 논현동 143-11번지 ,"[37.5093394, 127.0229693]",66.43,68.4,67.809
2812,타코벨 강남구청점,기타,02  69669734,서울특별시 강남구 논현동 242-31번지 ,"[37.515809, 127.0414557]",64.82,29.27,39.934999999999995
2813,제이스그릴(Jay's Grill),한식,02  568 7307,서울특별시 강남구 역삼동 667-10번지 ,"[37.5040863, 127.0358013]",86.21,35.76,50.894999999999996
2814,브라운돈까스논현중앙점,경양식,02  516 1253,서울특별시 강남구 논현동 95-16,"[37.5215756, 127.0376782]",66.33,56.93,59.75
2815,주식회사 베레푸드 서래향,중국식,02 5562584,서울특별시 강남구 수서동 714-5번지 ,"[37.4884055, 127.1029687]",91.33,73.27,78.68799999999999
2816,광부한우,한식,02 5129291,서울특별시 강남구 논현동 142-9번지 ,"[37.5100101, 127.0225783]",70.36,31.49,43.150999999999996
2817,백미당본점,기타,02  512 5895,서울특별시 강남구 논현동 62-24번지 ,"[37.5204528, 127.0321483]",80.07,1.7,25.211
2818,한국피자헛 강남역삼점,한식,02  557 7739,서울특별시 강남구 역삼동 839-7,"[37.4909199, 127.0346633]",71.1,9.88,28.246
2819,비마이게스트(be my guest),기타,02  539 5006,서울특별시 강남구 대치동 997-9번지 ,"[37.5086544, 127.0661619]",88.71,65.34,72.351
2820,스시현,일식,02  34435010,서울특별시 강남구 논현동 94번지 ,"[37.5225656, 127.0385252]",79.77,89.62,86.66499999999999
2821,로만테이,일식,7077227308,서울특별시 강남구 신사동 656번지 ,"[37.5256304, 127.0371306]",73.82,79.01,77.453
2822,마구로다찌,일식,02 5480130,서울특별시 강남구 논현동 95-4번지 ,"[37.5218642, 127.0380342]",89.51,3.71,29.450000000000003
2823,금순식당,한식,02  63262286,서울특별시 강남구 신사동 544-22번지 ,"[37.5207969, 127.023932]",56.91,80.61,73.49999999999999
2824,오프너,기타,02 4569854,서울특별시 강남구 신사동 663-12번지 ,"[37.526586, 127.0385189]",55.41,0.47,16.951999999999998
2825,폽/ FOF,경양식,02  21380957,서울특별시 강남구 신사동 666-3번지,"[37.5242675, 127.0388405]",75.9,32.18,45.296
2826,카페 하예성,기타,02 5660426,서울특별시 강남구 대치동 916번지 ,"[37.5011253, 127.0553011]",91.5,71.61,77.577
2827,성성식당 역삼지점,한식,02 5663864,서울특별시 강남구 역삼동 817-7번지 ,"[37.5002493, 127.0275166]",57.39,51.9,53.547
2828,알렌센터 에프티,한식,02 5416304,서울특별시 강남구 청담동 117-40번지 ,"[37.5252378, 127.0480575]",58.32,63.02,61.61
2829,알렌센터 엘오,기타,02 5416305,서울특별시 강남구 청담동 117-40번지 ,"[37.5252378, 127.0480575]",70.97,98.74,90.40899999999999
2830,홍,한식,02 5295679,서울특별시 강남구 도곡동 514-4번지 ,"[37.48394, 127.0425957]",95.83,90.84,92.337
2831,21세기 한방삼계탕 전문점,한식,02  575 6232,서울특별시 강남구 개포동 1217-4번지 ,"[37.4787231, 127.0486445]",90.58,90.27,90.363
2832,족황상제 개포점,한식,02 5721982,서울특별시 강남구 개포동 1218-23번지 ,"[37.4776068, 127.0486598]",56.12,53.26,54.117999999999995
2833,족발예찬,한식,02  459 2324,서울특별시 강남구 세곡동 590 라온 프라이빗시티,"[37.4664948, 127.09982]",85.67,18.12,38.385
2834,투썸플레이스 논현역사거리점,기타,02 5472388,서울특별시 강남구 논현동 120번지 ,"[37.511, 127.0218788]",89.42,26.6,45.446
2835,정돈 프리미엄 신사점,일식,02  549 0924,서울특별시 강남구 신사동 519-4,"[37.5197151, 127.0210286]",82.28,1.08,25.44
2836,킬린치골드,기타,02  20407407,서울특별시 강남구 대치동 937번지 ,"[37.4969255, 127.0532731]",80.67,69.73,73.012
2837,꿰뚫,한식,02  548 1996,서울특별시 강남구 청담동 21-16번지 ,"[37.52206109999999, 127.0418667]",95.94,82.27,86.371
2838,진진도시락,한식,02  516 1544,서울특별시 강남구 논현동 22번지 ,"[37.5147222, 127.0227778]",80.95,0.36,24.537
2839,이노디카페,기타,02  34563080,서울특별시 강남구 역삼동 748-30번지 ,"[37.4954417, 127.0366893]",94.2,12.64,37.108000000000004
2840,츄라우미,일식,02  558 7771,서울특별시 강남구 역삼동 677-5번지 ,"[37.5032912, 127.0402925]",57.8,79.67,73.109
2841,이자카야찬논현,일식,02  512 4565,서울특별시 강남구 논현동 221-14번지 ,"[37.510185, 127.0328702]",91.15,13.83,37.026
2842,더 로스터리 카페데베르(THE ROASTERY CAFE DES VERTS),기타,02  515 3734,서울특별시 강남구 청담동 55-2번지 ,"[37.5232135, 127.052579]",66.91,64.4,65.15299999999999
2843,지아니스 나폴리 역삼,경양식,02  566 0501,서울특별시 강남구 역삼동 669-18번지 ,"[37.5026264, 127.0375403]",75.2,24.14,39.458
2844,테그42 청담점,기타,02 7977897,서울특별시 강남구 논현동 93-4번지 ,"[37.5224803, 127.0382311]",84.62,21.92,40.73
2845,(주)삼원가든 썬더버드 청담점,한식,02  66703640,서울특별시 강남구 청담동 83-16번지 ,"[37.5261495, 127.0416866]",76.63,42.11,52.465999999999994
2846,스끼한판영점오,일식,02  554 1455,서울특별시 강남구 역삼동 705-7번지 ,"[37.5050504, 127.0472394]",60.17,64.21,62.99799999999999
2847,옛날시장골목,한식,02  544 8288,서울특별시 강남구 청담동 49-8번지 ,"[37.5239867, 127.0492375]",70.0,67.93,68.551
2848,경남제약헬스케어 주식회사,기타,02 4760804,서울특별시 강남구 신사동 648 석진빌딩,"[37.5245246, 127.0363653]",89.72,86.48,87.452
2849,쿠촐로 테라짜,경양식,02 4994630,서울특별시 강남구 청담동 90-20번지 ,"[37.5247396, 127.0423789]",71.83,64.75,66.874
2850,석화촌,분식,02 5745456,서울특별시 강남구 도곡동 953-1번지 ,"[37.4852042, 127.0344078]",96.62,64.34,74.024
2851,배꼽 양대창,한식,02 5544430,서울특별시 강남구 삼성동 151-20번지 ,"[37.5104278, 127.0556408]",91.85,41.5,56.60499999999999
2852,(주)스윗밸런스 역삼점,경양식,02 8663222,서울특별시 강남구 역삼동 644-18번지 ,"[37.5012627, 127.0349543]",73.0,48.35,55.745
2853,잘먹고잘살자,한식,02 5428553,서울특별시 강남구 논현동 108-3번지 ,"[37.5176437, 127.0377094]",59.34,38.97,45.080999999999996
2854,순남시래기(선릉점),한식,02 4726226,서울특별시 강남구 대치동 894번지 ,"[37.5043669, 127.0546834]",59.14,71.43,67.74300000000001
2855,벤투스캐롬카페,한식,02  518 1194,서울특별시 강남구 논현동 117-6,"[37.516887, 127.0387214]",67.02,64.27,65.095
2856,고향집,한식,02  516 5407,서울특별시 강남구 논현동 161-17번지 ,"[37.5088924, 127.0241617]",50.58,79.37,70.733
2857,클래식,경양식,02  566 2230,서울특별시 강남구 삼성동 157-21번지 ,"[37.5079061, 127.0572719]",57.64,38.55,44.276999999999994
2858,규상,식육(숯불구이),02  540 8572,서울특별시 강남구 논현동 98-12번지 ,"[37.5202946, 127.0359457]",53.4,91.61,80.14699999999999
2859,커피앤가든,기타,02  64140700,서울특별시 강남구 대치동 985번지 ,"[37.500937, 127.0653883]",84.91,72.72,76.377
2860,우천식육식당,일식,02  544 4745,서울특별시 강남구 청담동 57-2번지 ,"[37.5237671, 127.0516161]",99.66,3.12,32.081999999999994
2861,청담이상 영동시장점,한식,02 4608644,서울특별시 강남구 논현동 165-13번지 ,"[37.5068259, 127.0241083]",89.9,95.46,93.79199999999999
2862,(주)캘리스코 타코벨(Tacobell) 선릉점,기타,02  69669470,서울특별시 강남구 역삼동 707-4번지 ,"[37.5029904, 127.0454322]",65.62,12.89,28.709
2863,만강,한식,02  445 8892,서울특별시 강남구 율현동 69번지 ,"[37.4745372, 127.1150202]",86.65,30.14,47.093
2864,배스킨라빈스 브라운(BROWN) 청담점,기타,02  22764948,서울특별시 강남구 신사동 652-16번지 ,"[37.5230834, 127.0376045]",58.72,23.95,34.381
2865,라그릴리아 청담점,경양식,02  542 9192,서울특별시 강남구 신사동 652-16번지 ,"[37.5230834, 127.0376045]",99.71,7.32,35.037
2866,엔바이콘,기타,02  62962704,서울특별시 강남구 논현동 4-28,"[37.5168147, 127.0221321]",52.14,98.32,84.46599999999998
2867,왕스덕,중국식,02  62962704,서울특별시 강남구 논현동 4-18번지 ,"[37.5170587, 127.022975]",92.95,34.07,51.734
2868,(주)캘리스코 사보텐 압구정역점,일식,02  69669472,서울특별시 강남구 신사동 577-7번지 ,"[37.5252259, 127.0273599]",93.01,22.94,43.961
2869,제주생선구이 올래밥상,한식,02  34458292,서울특별시 강남구 논현동 191-16번지 ,"[37.5084752, 127.0329228]",82.71,68.11,72.49
2870,긴자카레,일식,02  34520988,서울특별시 강남구 대치동 908-2번지 ,"[37.5005716, 127.0516483]",84.61,84.36,84.43499999999999
2871,광양불고기 수서,한식,02  415 9293,서울특별시 강남구 수서동 726번지 ,"[37.4870373, 127.1037563]",59.91,35.19,42.605999999999995
2872,맥널티커피팩토리,기타,02  332 3226,서울특별시 강남구 논현동 273-15,"[37.510307, 127.0392175]",58.77,76.49,71.17399999999999
2873,심플,김밥(도시락),02  512 1341,서울특별시 강남구 논현동 39-1번지 ,"[37.5146057, 127.0271957]",85.52,0.52,26.02
2874,메리가든,기타,02  34865060,서울특별시 강남구 논현동 201-4,"[37.5052889, 127.0258825]",90.88,17.67,39.632999999999996
2875,얌샘김밥 대치삼성점,김밥(도시락),02  565 7235,서울특별시 강남구 대치동 995-23번지 양유빌딩 ,"[37.4774356, 126.9832062]",88.03,11.41,34.396
2876,(주)청담우선생,한식,02  516 5162,서울특별시 강남구 청담동 22-19번지 ,"[37.5219855, 127.0406538]",64.5,24.2,36.28999999999999
2877,안동한우 청담본가,한식,02  543 0571,서울특별시 강남구 청담동 28-13번지 ,"[37.5198819, 127.0470441]",81.2,77.55,78.645
2878,스시효 무역점,일식,02  545 0023,서울특별시 강남구 삼성동 159-7번지 ,"[37.5086154, 127.0597808]",91.06,48.22,61.072
2879,바스버거 선릉점,경양식,02  554 6653,서울특별시 강남구 대치동 895-1번지 가리온 ,"[37.5042136, 127.0542421]",62.58,41.79,48.026999999999994
2880,설로인 주식회사,식육(숯불구이),02  516 1106,서울특별시 강남구 신사동 586-7번지 ,"[37.520597, 127.0276598]",94.4,95.21,94.96699999999998
2881,커피니 논현그린타워점,기타,02  34821325,서울특별시 강남구 논현동 225-3 대현그린타워,"[37.511491, 127.0355635]",74.96,4.95,25.952999999999996
2882,신가네 제주화산석 돌구이,한식,02  459 7505,서울특별시 강남구 세곡동 590번지 라온 프라이빗시티 강남 ,"[37.4664948, 127.09982]",84.65,2.8,27.355
2883,아펠가모 선릉점,뷔페식,02  20581121,서울특별시 강남구 역삼동 707-34번지 한신인터밸리24빌딩 ,"[37.503206, 127.0465684]",81.29,9.93,31.338
2884,걸신맛집,한식,02  566 9285,서울특별시 강남구 역삼동 827-53번지 ,"[37.4966813, 127.0312711]",94.92,20.45,42.791
2885,알고기,한식,02  546 7201,서울특별시 강남구 청담동 80-17번지 ,"[37.5261268, 127.0447868]",76.93,36.54,48.657
2886,쇼윙(Showing),경양식,02  549 3334,서울특별시 강남구 논현동 237-11번지 파크랜드빌딩 ,"[37.5088247, 127.0377684]",74.37,55.92,61.455
2887,에스알푸드,한식,02  445 7130,서울특별시 강남구 수서동 714-4 문암빌딩,"[37.488456, 127.1032124]",73.65,99.11,91.472
2888,자연스케치,한식,02  565 1770,서울특별시 강남구 논현동 88번지 남송빌딩 ,"[37.5148181, 127.0314417]",56.33,37.3,43.00899999999999
2889,이태리부대찌개 역삼지에스점,한식,02  554 5597,서울특별시 강남구 역삼동 678-1번지 ,"[37.5025853, 127.0381436]",85.24,76.69,79.255
2890,레스토랑 지(Restaurant G),경양식,02  64745040,서울특별시 강남구 대치동 995-16번지 GLAD 대치 호텔 ,"[37.50882500000001, 127.064533]",96.01,87.21,89.85
2891,스템 코엑스,기타,02  30173467,서울특별시 강남구 삼성동 159번지 코엑스 ,"[37.5130556, 127.0586111]",62.74,48.12,52.506
2892,연안식당 도곡점,한식,02  575 6092,서울특별시 강남구 도곡동 467-19 현대비전21,"[37.4873002, 127.051556]",55.1,73.55,68.01499999999999
2893,대박 일본식 돈까스,일식,02  538 2989,서울특별시 강남구 역삼동 734-2번지 ,"[37.4965864, 127.0395008]",79.65,89.98,86.881
2894,풍류랑,경양식,02  402 7023,서울특별시 강남구 도곡동 424-6번지 ,"[37.4831707, 127.0444]",51.22,41.97,44.745
2895,콘체르토,기타,02  477 9554,서울특별시 강남구 역삼동 796-29번지 역삼종합시장 더블루 ,"[37.4410809, 127.1465122]",73.96,3.38,24.554
2896,무탈(MUTAL),외국음식전문점(인도태국등),02  516 0205,서울특별시 강남구 신사동 663-3번지 ,"[37.526456, 127.0378248]",98.44,80.96,86.20399999999998
2897,혜안에프앤비,한식,02  553 0258,서울특별시 강남구 역삼동 711-6번지 ,"[37.5013221, 127.0440285]",84.55,31.64,47.513
2898,리셰프캐이터링(Les chefs catering),출장조리,02  7493830,서울특별시 강남구 신사동 586-12번지 ,"[37.5213932, 127.0276122]",90.45,33.57,50.634
2899,보마켓 논현점,경양식,02  21530272,서울특별시 강남구 논현동 35-10번지 ,"[37.5155382, 127.0287107]",91.18,83.87,86.063
2900,빌라 알티(Villa RT),기타,02  34444111,서울특별시 강남구 신사동 657-13번지 錦奉빌딩 ,"[37.526763, 127.0376871]",54.98,76.21,69.841
2901,구프로냉면,한식,02  555 5289,서울특별시 강남구 삼성동 119-1번지 ,"[37.5126681, 127.0529781]",74.64,41.39,51.364999999999995
2902,서앤허 백년도시락,한식,02  451 1962,서울특별시 강남구 세곡동 584번지 센트라빌 ,"[37.4931113, 127.0560051]",62.47,73.92,70.485
2903,선남sea,한식,02  62115005,서울특별시 강남구 자곡동 649번지 ,"[37.474172, 127.0950243]",50.59,90.33,78.40799999999999
2904,까페 텀블러,경양식,02  518 0394,서울특별시 강남구 청담동 39-4번지 ,"[37.51915839999999, 127.041586]",64.0,49.79,54.053
2905,까페드바디프랜드 (Cafe de Bodyfriend),기타,02  34488980,서울특별시 강남구 청담동 53-5번지 ,"[37.5243893, 127.0534692]",74.38,0.36,22.565999999999995
2906,스마일커피숍,기타,02  514 6775,서울특별시 강남구 청담동 62-9번지 ,"[37.5225052, 127.0490945]",78.83,70.02,72.663
2907,언더프레셔,기타,02  20198942,서울특별시 강남구 삼성동 162-24번지 아리빌딩,"[37.4996931, 127.0437099]",62.65,15.34,29.532999999999998
2908,인량,중국식,02  516 8777,서울특별시 강남구 논현동 21-16번지 ,"[37.5140633, 127.0211907]",74.64,57.71,62.789
2909,어써드,기타,02  512 0888,서울특별시 강남구 청담동 1-18번지 대성빌딩 ,"[37.5222091, 127.0396589]",92.87,99.98,97.84700000000001
2910,텐파 마라탕 마라샹꿔,한식,02  515 1100,서울특별시 강남구 청담동 126-7번지 ,"[37.5255265, 127.0511311]",72.99,17.71,34.294
2911,원조감자탕 일미집,한식,02  567 0167,서울특별시 강남구 삼성동 143-11번지 ,"[37.5071351, 127.053816]",54.56,80.06,72.41
2912,더 라운지앤바,기타,02  5464782,서울특별시 강남구 신사동 587-21번지 ,"[37.5201769, 127.0285047]",87.87,21.16,41.173
2913,에볼루션(Evolution),뷔페식,02  21608989,서울특별시 강남구 신사동 587-21번지 ,"[37.5201769, 127.0285047]",73.67,32.17,44.62
2914,케이더블유(KW),기타,02  568 1507,서울특별시 강남구 삼성동 129-17번지 ,"[37.5080323, 127.0545648]",59.79,55.41,56.72399999999999
2915,라면국물편의점,기타,02  539 8945,서울특별시 강남구 역삼동 645-11번지 ,"[37.5013309, 127.0333836]",77.71,67.36,70.46499999999999
2916,스페이스메이(Restaurant Space May),한식,02  557 5002,서울특별시 강남구 역삼동 723-3번지 ,"[37.5005817, 127.0410635]",80.37,78.1,78.78099999999999
2917,BBQ 역삼스타점,기타,02  567 9282,서울특별시 강남구 역삼동 746-23번지 남형빌딩 ,"[37.4967666, 127.0385489]",67.11,24.38,37.199
2918,평양옥,한식,02  568 5114,서울특별시 강남구 역삼동 790-17 신성타워,"[37.4948037, 127.0380127]",90.61,66.81,73.94999999999999
2919,북앤빈,기타,02  501 8004,서울특별시 강남구 역삼동 703-8번지 현석타워 ,"[37.5042649, 127.0446061]",56.77,27.14,36.028999999999996
2920,(주)스페인클럽 강남,기타,02  545 3376,서울특별시 강남구 역삼동 826-14번지 강남358타워 ,"[37.4950507, 127.029709]",55.3,96.42,84.084
2921,호텔세느,기타,02  20520551,서울특별시 강남구 역삼동 628-12번지 호텔 세느 ,"[37.50399, 127.03533]",75.02,98.28,91.30199999999999
2922,크래프트루신사,경양식,02  558 3199,서울특별시 강남구 논현동 2-12번지 ,"[37.5159363, 127.0214908]",52.56,58.77,56.907000000000004
2923,(주)스타럭스 교토가츠규 강남358타워점,일식,02  551 7003,서울특별시 강남구 역삼동 826-14번지 강남358타워 ,"[37.4950507, 127.029709]",92.12,33.07,50.785
2924,육식당,한식,02  569 5556,서울특별시 강남구 역삼동 827-42번지 ,"[37.4968096, 127.0309765]",65.76,25.32,37.452
2925,텍사스 라이스,기타,7088824601,서울특별시 강남구 역삼동 696-13,"[37.50594570000001, 127.0469679]",85.23,80.45,81.884
2926,유림,한식,02  561 5004,서울특별시 강남구 대치동 892번지 포스코센터 ,"[37.5058645, 127.0562396]",81.02,99.65,94.06099999999999
2927,이승재참치,일식,02  552 2629,서울특별시 강남구 대치동 900-4번지 ,"[37.5025432, 127.0521063]",93.06,31.34,49.855999999999995
2928,스시마이우키친 포스코점,일식,02  539 5550,서울특별시 강남구 대치동 892번지 포스코센터 ,"[37.5058645, 127.0562396]",98.72,26.6,48.236000000000004
2929,주식회사 엠에프지코리아 매드포갈릭 역삼점,경양식,02  562 6977,서울특별시 강남구 역삼동 735-3번지 포스코P&S타워 ,"[37.49944610000001, 127.0338324]",85.14,23.65,42.096999999999994
2930,명동칼국수,한식,02  34526787,서울특별시 강남구 대치동 892번지 포스코센터 ,"[37.5058645, 127.0562396]",63.59,60.45,61.391999999999996
2931,보돌미역 강남포스코점,한식,02  562 2007,서울특별시 강남구 대치동 892번지 포스코센터 ,"[37.5058645, 127.0562396]",78.66,35.93,48.748999999999995
2932,선릉 불고기,한식,02  5677445,서울특별시 강남구 대치동 896-40번지 ,"[37.5034915, 127.0535001]",63.52,62.93,63.107
2933,원양한식포차,한식,02  567 9245,서울특별시 강남구 대치동 895-1번지 가리온 ,"[37.5042136, 127.0542421]",74.27,28.91,42.518
